,Unnamed: 0,Unnamed: 0.1,patch_size,s,n_components,nor,remove_components,k_min,k_max,k,kurt,bpd,bpd_field,H_receptive,H_signal,H_signal_white,H_neighbor,H_signal_sparse,H_signal_gauss,H_joint,H_cond,CE_gaussian,var_diff,var_sum,local_var,total_var,H_output,KL,d_ruzsa_add,d_ruzsa,d_ruzsa_,negH_diff,negH_diff_avg,negH_sum,H_max,lhd,mean,class
17,17,3,98.0,14.0,20.0,2.0,0.0,0.0,0.0,0.0,1.5221287,0.0,0.0,11621.704,91.3406,28.37877,28.37877,28.96112,28.781841,-1.0,-1.0,29.337893,0.010811109,0.00680931,1.0334976,0.1361862,-83.55178,0.9591219,-1.0,0.0,0.0,0.03700983,0.0018704828,0.10334572,1.8223019,0.0,0.3968887,10
18,18,4,126.0,14.0,22.0,2.0,0.0,0.0,0.0,0.0,0.5404827,0.0,0.0,,,31.216648,31.216648,32.13787,31.470068,-1.0,-1.0,36.547886,0.011301997,0.00516168,1.0178766,0.11355696,-85.449165,5.3312383,-1.0,0.0,0.0,0.03974652,0.0017852754,0.10350627,,0.0,0.4567212,10
19,19,5,154.0,14.0,16.0,2.0,0.0,0.0,0.0,0.0,1.3616565,0.0,0.0,,,22.703016,22.703016,23.507875,22.802761,-1.0,-1.0,25.020863,0.007686397,0.05719736,0.9552706,0.91515774,-50.261585,2.317846,-1.0,0.0,0.0,0.054800134,0.0034918964,0.07477714,,0.0,0.44794574,10
20,20,6,182.0,14.0,10.0,2.0,0.0,0.0,0.0,0.0,0.27214366,0.0,0.0,,,14.189385,14.189385,14.676893,14.2171955,-1.0,-1.0,16.815163,0.006911668,0.10016586,0.90539616,1.0016586,-22.40822,2.6257772,-1.0,0.0,0.0,0.028714009,0.0027023738,0.040287614,,0.0,0.45512566,10
21,21,0,14.0,14.0,10.0,2.0,0.0,0.0,0.0,0.0,12.629359,0.0,0.0,-573.4353,19.043701,14.189385,14.189385,12.58195,14.171756,-1.0,-1.0,16.66921,1.2849054,0.036047887,0.96042645,0.36047888,-16.222542,2.479825,-1.0,0.0,0.0,0.17014182,0.01705287,0.03962984,0.44370836,0.0,0.54892856,11
22,22,1,42.0,14.0,10.0,2.0,0.0,0.0,0.0,0.0,2.72225,0.0,0.0,-1347.3545,36.166203,14.189385,14.189385,13.7109165,14.159503,-1.0,-1.0,13.607605,0.4966366,0.04696413,0.9470591,0.46964133,-39.687233,-0.5817804,-1.0,0.0,0.0,0.02953702,0.0029932118,0.037963264,1.1643364,0.0,0.51,11
23,23,2,70.0,14.0,11.0,2.0,0.0,0.0,0.0,0.0,2.1821978,0.0,0.0,5213.4854,46.837864,15.608324,15.608324,16.079025,15.982157,-1.0,-1.0,14.84838,0.3605766,0.009776371,1.0581934,0.10754008,-31.551754,-0.7599438,-1.0,0.0,0.0,0.022981822,0.002109606,0.039483275,1.7735974,0.0,0.5285714,11
24,24,3,98.0,14.0,16.0,2.0,0.0,0.0,0.0,0.0,1.6226553,0.0,0.0,7728.7373,69.75201,22.703016,22.703016,23.303368,23.065325,-1.0,-1.0,21.130602,0.2945409,0.056050923,0.98923784,0.89681476,-29.445465,-1.5724146,-1.0,0.0,0.0,0.03466557,0.002216515,0.0679606,1.6871856,0.0,0.5032143,11
25,25,4,126.0,14.0,20.0,2.0,0.0,0.0,0.0,0.0,0.84569347,0.0,0.0,,,28.37877,28.37877,28.980576,28.601826,-1.0,-1.0,27.022577,0.3061355,0.07103707,0.9512685,1.4207413,-30.156935,-1.3561934,-1.0,0.0,0.0,0.0313736,0.0015885631,0.06319659,,0.0,0.49214286,11
26,26,5,154.0,14.0,26.0,2.0,0.0,0.0,0.0,0.0,0.7440394,0.0,0.0,,,36.892403,36.892403,37.45342,37.000294,-1.0,-1.0,37.763905,0.4747314,0.10608171,0.9022174,2.7581244,-32.104336,0.8715027,-1.0,0.0,0.0,0.017823758,0.0006872346,0.110979214,,0.0,0.51035714,11
27,27,6,182.0,14.0,34.0,2.0,0.0,0.0,0.0,0.0,0.40143147,0.0,0.0,,,48.24391,48.24391,48.73734,48.262875,-1.0,-1.0,54.32747,0.8048092,0.17429087,0.8268247,5.9258895,-28.065733,6.0835586,-1.0,0.0,0.0,0.017657096,0.0005030685,0.11895019,,0.0,0.5846428,11
28,28,0,14.0,14.0,23.0,2.0,0.0,0.0,0.0,0.0,5.7243433,0.0,0.0,62.046253,45.311707,32.635586,32.635586,30.34855,32.583405,-1.0,-1.0,42.502415,1.4793206,0.008549144,0.9869132,0.1966303,-39.47405,9.866828,-1.0,0.0,0.0,0.13247764,0.0057309237,0.0740445,1.5244594,0.0,0.7302053,12
29,29,1,42.0,14.0,43.0,2.0,0.0,0.0,0.0,0.0,1.7993193,0.0,0.0,2087.885,128.28177,61.01436,61.01436,59.752823,60.8007,-1.0,-1.0,81.961426,1.4447528,0.011155345,0.9789073,0.47967982,-171.2606,20.94707,-1.0,0.0,0.0,0.041563388,0.00097474083,0.13876675,1.8134747,0.0,0.7233627,12
30,30,2,70.0,14.0,53.0,2.0,0.0,0.0,0.0,0.0,1.0108774,0.0,0.0,9261.495,182.44595,75.20374,75.20374,75.97688,76.039276,-1.0,-1.0,95.75883,1.1993514,0.01825242,1.0132772,0.9673782,-198.62637,20.555084,-1.0,0.0,0.0,0.017492436,0.0003245414,0.17329362,2.0489721,0.0,0.71016616,12
31,31,3,98.0,14.0,61.0,2.0,0.0,0.0,0.0,0.0,0.75320715,0.0,0.0,18613.389,226.98616,86.55525,86.55525,87.27113,87.046165,-1.0,-1.0,102.84103,0.9403932,0.02727078,0.9888249,1.6635176,-186.11426,16.285776,-1.0,0.0,0.0,0.017017918,0.00027774894,0.22085992,2.0649676,0.0,0.69843596,12
32,32,4,126.0,14.0,64.0,2.0,0.0,0.0,0.0,0.0,0.6575848,0.0,0.0,,,90.812065,90.812065,91.50338,91.0313,-1.0,-1.0,105.88202,0.8178094,0.03819866,0.96865267,2.4447143,-177.22299,15.069953,-1.0,0.0,0.0,0.017605655,0.00026259775,0.21750566,,0.0,0.71603125,12
33,33,5,154.0,14.0,64.0,2.0,0.0,0.0,0.0,0.0,0.31941983,0.0,0.0,,,90.812065,90.812065,91.34154,90.78971,-1.0,-1.0,110.361206,0.7572906,0.05979965,0.93950176,3.8271775,-156.34818,19.549139,-1.0,0.0,0.0,0.015333473,0.00023366147,0.23241717,,0.0,0.684262,12
34,34,6,182.0,14.0,63.0,2.0,0.0,0.0,0.0,0.0,0.38805857,0.0,0.0,,,89.39313,89.39313,89.8709,89.32727,-1.0,-1.0,110.234726,1.1884601,0.100479834,0.8974295,6.3302298,-116.47661,20.841599,-1.0,0.0,0.0,0.028354764,0.0004550063,0.21057771,,0.0,0.6300098,12
35,35,0,14.0,14.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0049777566,0.0,0.0,823.5788,137.04303,113.51508,113.51508,114.20812,113.35355,-1.0,-1.0,153.20306,1.9657667,0.0037619453,0.9922,0.30095562,-247.85608,39.68798,-1.0,0.0,0.0,0.0009701812,1.1598206e-05,0.2492492,2.8195827,0.0,0.4021316,13
36,36,1,42.0,14.0,80.0,2.0,0.0,0.0,0.0,0.0,-0.0028954863,0.0,0.0,7464.8584,160.80873,113.51508,113.51508,113.224655,112.43007,-1.0,-1.0,151.04755,1.9119757,0.00469663,0.9681779,0.3757304,-258.47125,37.532463,-1.0,0.0,0.0,0.0012135642,1.5936404e-05,0.23807073,2.8295317,0.0,0.47755688,13
37,37,2,70.0,14.0,80.0,2.0,0.0,0.0,0.0,0.0,0.00057023764,0.0,0.0,20743.385,182.20558,113.51508,113.51508,113.87677,113.05585,-1.0,-1.0,152.3326,1.9438524,0.006291783,0.9822269,0.5033426,-256.9791,38.817513,-1.0,0.0,0.0,0.0017180833,2.023244e-05,0.23751076,2.830053,0.0,0.41627383,13
38,38,3,98.0,14.0,80.0,2.0,0.0,0.0,0.0,0.0,0.004589826,0.0,0.0,40611.65,205.58496,113.51508,113.51508,113.60381,112.793335,-1.0,-1.0,150.73141,1.903695,0.0096756,0.97228074,0.774048,-247.48236,37.21633,-1.0,0.0,0.0,0.0024742368,2.9556826e-05,0.251366,2.8284779,0.0,0.59766346,13
39,39,4,126.0,14.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0017555237,0.0,0.0,,,113.51508,113.51508,113.577255,112.74525,-1.0,-1.0,151.0093,1.9094136,0.015120639,0.9656336,1.2096511,-233.33755,37.49421,-1.0,0.0,0.0,0.0038371254,5.038941e-05,0.24287769,,0.0,0.54990774,13
40,40,5,154.0,14.0,80.0,2.0,0.0,0.0,0.0,0.0,-0.0075680106,0.0,0.0,,,113.51508,113.51508,113.67955,112.87715,-1.0,-1.0,152.2033,1.939831,0.027130252,0.9569214,2.1704202,-211.21753,38.68821,-1.0,0.0,0.0,0.0064190286,7.886318e-05,0.22579451,,0.0,0.5882353,13
41,41,6,182.0,14.0,80.0,2.0,0.0,0.0,0.0,0.0,-0.010966214,0.0,0.0,,,113.51508,113.51508,114.06088,113.20219,-1.0,-1.0,152.343,1.9427398,0.05821536,0.93396205,4.657229,-168.83159,38.82792,-1.0,0.0,0.0,0.014799316,0.00018786514,0.2592826,,0.0,0.55277723,13
42,42,0,14.0,14.0,10.0,2.0,0.0,0.0,0.0,0.0,1.769697,0.0,0.0,-470.43854,21.332287,14.189385,14.189385,13.752676,14.174264,-1.0,-1.0,18.245867,1.0551052,0.03617069,0.960805,0.3617069,-14.667441,4.0564814,-1.0,0.0,0.0,0.019910624,0.0019931248,0.03106728,0.618873,0.0,0.5541667,14
43,43,1,42.0,14.0,26.0,2.0,0.0,0.0,0.0,0.0,1.1519928,0.0,0.0,-2678.201,75.809586,36.892403,36.892403,36.917103,36.800682,-1.0,-1.0,47.55827,0.8312815,0.040197473,0.9527474,1.0451343,-90.16917,10.665868,-1.0,0.0,0.0,0.026399497,0.0010256518,0.08538403,0.91285366,0.0,0.5445833,14
44,44,2,70.0,14.0,38.0,2.0,0.0,0.0,0.0,0.0,0.5428977,0.0,0.0,-1845.3447,122.21544,53.919662,53.919662,54.846848,54.71315,-1.0,-1.0,74.27445,0.8857407,0.013379055,1.0283835,0.5084041,-121.67419,20.354788,-1.0,0.0,0.0,0.013518678,0.0003496539,0.1468426,1.2934048,0.0,0.495,14
45,45,3,98.0,14.0,45.0,2.0,0.0,0.0,0.0,0.0,0.6201138,0.0,0.0,-2818.136,154.94012,63.852234,63.852234,64.859276,64.39096,-1.0,-1.0,82.9575,0.6912026,0.018310325,1.0056331,0.82396466,-131.50111,19.105263,-1.0,0.0,0.0,0.021708783,0.00047210083,0.16468477,1.3211273,0.0,0.5183333,14
46,46,4,126.0,14.0,47.0,2.0,0.0,0.0,0.0,0.0,0.3486309,0.0,0.0,,,66.69011,66.69011,67.66855,66.96363,-1.0,-1.0,87.04786,0.70033234,0.023518857,0.98812056,1.1053863,-128.6083,20.357748,-1.0,0.0,0.0,0.024280852,0.0005103666,0.16614357,,0.0,0.53125,14
47,47,5,154.0,14.0,44.0,2.0,0.0,0.0,0.0,0.0,0.08202345,0.0,0.0,,,62.433296,62.433296,63.396378,62.51453,-1.0,-1.0,81.66207,0.7654168,0.06531446,0.9383782,2.873836,-104.33264,19.228775,-1.0,0.0,0.0,0.020778498,0.00045535146,0.17364818,,0.0,0.55,14
48,48,6,182.0,14.0,43.0,2.0,0.0,0.0,0.0,0.0,0.08897137,0.0,0.0,,,61.01436,61.01436,61.785267,61.011288,-1.0,-1.0,81.630745,1.3246421,0.1019894,0.8978676,4.3855443,-84.9354,20.616388,-1.0,0.0,0.0,0.021512287,0.000503526,0.1495685,,0.0,0.5966667,14
