,patch_size,s,n_components,nor,remove_components,k_min,k_max,k,kurt,bpd,bpd_field,H_receptive,H_signal,H_signal_white,H_neighbor,H_signal_sparse,H_signal_gauss,H_joint,H_cond,CE_gaussian,var_diff,var_sum,local_var,total_var,H_output,KL,d_ruzsa_add,d_ruzsa,d_ruzsa_,negH_diff,negH_diff_avg,negH_sum,H_max,lhd,mean,class
3,40.0,2.0,93.0,2.0,0.0,0.0,0.0,,25.625765,0.0,0.0,-3472.164,141.93143,131.96129,131.96129,131.43668,131.84023,-1.0,-1.0,103.70541,0.39194405,0.036355637,0.96104085,3.3810742,-179.94199,-28.255877,-1.0,0.0,0.0,0.6936355,0.007461212,0.17897229,0.695571,0.0,0.827183,8
4,48.0,2.0,104.0,2.0,0.0,0.0,0.0,,30.6457,0.0,0.0,-4556.55,170.38869,147.56961,147.56961,146.83832,147.44643,-1.0,-1.0,114.29567,0.3597658,0.046779934,0.9508512,4.8651133,-166.95316,-33.273937,-1.0,0.0,0.0,1.0501758,0.010098125,0.2054012,0.75971544,0.0,0.836371,8
5,56.0,2.0,107.0,2.0,0.0,0.0,0.0,,32.883656,0.0,0.0,-5630.9927,189.39891,151.82642,151.82642,150.8829,151.70026,-1.0,-1.0,116.06749,0.33127764,0.06756563,0.930076,7.229522,-129.88628,-35.758934,-1.0,0.0,0.0,1.3383962,0.012507473,0.22272813,0.82040614,0.0,0.842818,8
6,64.0,2.0,106.0,2.0,0.0,0.0,0.0,,35.472515,0.0,0.0,-6719.2954,202.07214,150.40749,150.40749,149.1482,150.29517,-1.0,-1.0,114.43884,0.32101882,0.10261943,0.8952615,10.87766,-82.09541,-35.968643,-1.0,0.0,0.0,1.6043396,0.015134593,0.21444854,0.87212086,0.0,0.843536,8
7,72.0,2.0,103.0,2.0,0.0,0.0,0.0,,33.1104,0.0,0.0,-7790.977,210.21465,146.15067,146.15067,144.83269,146.17682,-1.0,-1.0,110.43664,0.30615425,0.1644151,0.8360927,16.934755,-26.381071,-35.71403,-1.0,0.0,0.0,1.7603452,0.01707696,0.17960086,0.9179755,0.0,0.837859,8
8,80.0,2.0,100.0,2.0,0.0,0.0,0.0,,30.39555,0.0,0.0,-8968.079,216.72818,141.89386,141.89386,140.48694,141.99417,-1.0,-1.0,107.67419,0.31516787,0.29773018,0.7042763,29.773018,38.77028,-34.219666,-1.0,0.0,0.0,1.8228129,0.018242152,0.15655403,0.95185107,0.0,0.828311,8
9,88.0,2.0,99.0,2.0,0.0,0.0,0.0,,19.086557,0.0,0.0,-10433.662,225.63303,140.47491,140.47491,138.8623,140.59221,-1.0,-1.0,107.80625,0.339501,0.6256008,0.37676877,61.93448,110.094826,-32.668663,-1.0,0.0,0.0,1.421569,0.014342123,0.14456113,0.96983117,0.0,0.826178,8
0,16.0,2.0,13.0,2.0,0.0,0.0,0.0,,31.827219,0.0,0.0,-330.03683,26.042519,18.446201,18.446201,18.314344,18.443758,-1.0,-1.0,13.614389,0.2563852,0.10497555,0.89464843,1.3646822,-14.6324415,-4.8318114,-1.0,0.0,0.0,0.12799987,0.009845608,0.0131266,0.98920304,0.0,0.747702,9
1,24.0,2.0,27.0,2.0,0.0,0.0,0.0,,26.120802,0.0,0.0,-758.87933,52.97351,38.31134,38.31134,38.07936,38.29479,-1.0,-1.0,29.296251,0.33189064,0.06816684,0.9306071,1.8405046,-44.452435,-9.015089,-1.0,0.0,0.0,0.25272995,0.0093558645,0.025562676,0.97977227,0.0,0.748321,9
2,32.0,2.0,40.0,2.0,0.0,0.0,0.0,,24.987494,0.0,0.0,-1333.8245,81.343155,56.75754,56.75754,56.403786,56.70743,-1.0,-1.0,43.362366,0.3299229,0.060858775,0.9366359,2.434351,-65.94293,-13.395176,-1.0,0.0,0.0,0.39328834,0.009834148,0.028513249,0.9847509,0.0,0.752635,9
3,40.0,2.0,51.0,2.0,0.0,0.0,0.0,,26.140942,0.0,0.0,-1935.2072,108.95014,72.36587,72.36587,71.86314,72.281044,-1.0,-1.0,54.733624,0.30823773,0.06415493,0.93251884,3.2719014,-74.18258,-17.632242,-1.0,0.0,0.0,0.60685194,0.011903455,0.033920817,1.0157704,0.0,0.757813,9
4,48.0,2.0,56.0,2.0,0.0,0.0,0.0,,28.596941,0.0,0.0,-2461.7876,128.67795,79.460556,79.460556,78.849976,79.39055,-1.0,-1.0,58.912373,0.26586094,0.08033929,0.9171605,4.499,-62.791573,-20.548185,-1.0,0.0,0.0,0.8149973,0.014549484,0.03510387,1.0627772,0.0,0.764357,9
5,56.0,2.0,58.0,2.0,0.0,0.0,0.0,,34.360462,0.0,0.0,-2923.443,143.20071,82.29843,82.29843,81.512085,82.20633,-1.0,-1.0,60.40736,0.24487096,0.110004015,0.8868199,6.380233,-42.135746,-21.891075,-1.0,0.0,0.0,1.0900577,0.01878708,0.03898892,1.1081984,0.0,0.761819,9
6,64.0,2.0,58.0,2.0,0.0,0.0,0.0,,36.430347,0.0,0.0,-3244.9978,153.0011,82.29843,82.29843,81.411995,82.21607,-1.0,-1.0,59.83427,0.22509298,0.16308914,0.8340709,9.45917,-16.41156,-22.464165,-1.0,0.0,0.0,1.2212417,0.021045778,0.043226782,1.1548599,0.0,0.7583335,9
7,72.0,2.0,59.0,2.0,0.0,0.0,0.0,,36.204094,0.0,0.0,-3501.4817,163.44998,83.71738,83.71738,82.85829,83.6798,-1.0,-1.0,61.3865,0.24270071,0.2417622,0.7569642,14.26397,8.0479765,-22.330872,-1.0,0.0,0.0,1.3488858,0.022869064,0.045595344,1.1937919,0.0,0.755847,9
8,80.0,2.0,60.0,2.0,0.0,0.0,0.0,,30.911694,0.0,0.0,-3692.8833,173.04482,85.136314,85.136314,84.36244,85.15664,-1.0,-1.0,62.74293,0.25322548,0.41909203,0.5815857,25.145521,47.72706,-22.393381,-1.0,0.0,0.0,1.4018222,0.02338124,0.0421976,1.2266009,0.0,0.742448,9
9,88.0,2.0,62.0,2.0,0.0,0.0,0.0,,17.820776,0.0,0.0,-4015.215,184.41263,87.97419,87.97419,87.20876,88.00324,-1.0,-1.0,64.33911,0.23727418,0.7395557,0.26138166,45.852455,76.80691,-23.635078,-1.0,0.0,0.0,0.963859,0.015526679,0.038053863,1.2461073,0.0,0.728207,9
