,patch_size,s,n_components,nor,remove_components,k_min,k_max,k,kurt,bpd,bpd_field,H_receptive,H_signal,H_signal_white,H_neighbor,H_signal_sparse,H_signal_gauss,H_joint,H_cond,CE_gaussian,var_diff,var_sum,local_var,total_var,H_output,KL,d_ruzsa_add,d_ruzsa,d_ruzsa_,negH_diff,negH_diff_avg,negH_sum,H_max,lhd,4mean,class
1,14.0,2.0,41.0,2.0,0.0,0.0,0.0,0.0,4.626775,15.691133,12.417913,234.53592,94.28937,58.17648,58.17648,57.353283,57.822697,-1.0,-1.0,63.942074,1.278416,0.067743555,0.9149985,2.7774858,-51.951923,5.765594,-1.0,0.0,0.0,0.10858522,0.00265143,0.01389241,1.8178091,0.45737585,0.693374,7
2,16.0,2.0,50.0,2.0,0.0,0.0,0.0,0.0,5.1175084,15.659995,12.43944,319.83597,116.67701,70.94693,70.94693,69.98451,70.49003,-1.0,-1.0,77.653404,1.2652365,0.075693704,0.9060302,3.7846851,-56.802616,6.7064776,-1.0,0.0,0.0,0.15494958,0.0030980096,0.023118803,1.8353916,0.4513025,0.668165,7
3,18.0,2.0,60.0,2.0,0.0,0.0,0.0,0.0,5.507951,15.526215,12.505384,413.86044,141.37929,85.136314,85.136314,84.03631,84.6246,-1.0,-1.0,93.81877,1.286462,0.08319973,0.89974326,4.991984,-61.56679,8.68246,-1.0,0.0,0.0,0.2075654,0.0034576652,0.020967819,1.8447208,0.44932368,0.66389,7
4,20.0,2.0,69.0,2.0,0.0,0.0,0.0,0.0,4.5925384,15.229396,12.588441,534.7517,165.05786,97.90676,97.90676,96.78991,97.355804,-1.0,-1.0,108.0279,1.290655,0.09887843,0.88515174,6.8226113,-55.78185,10.121141,-1.0,0.0,0.0,0.21370842,0.0030967877,0.025283176,1.8645649,0.44207025,0.655364,7
5,22.0,2.0,77.0,2.0,0.0,0.0,0.0,0.0,4.1176424,14.834653,12.6808605,687.184,186.73929,109.25827,109.25827,108.31506,108.743385,-1.0,-1.0,121.23481,1.3084912,0.12299052,0.8636359,9.47027,-43.057823,11.976542,-1.0,0.0,0.0,0.22703913,0.0029476038,0.028937783,1.8922057,0.43464553,0.636934,7
6,24.0,2.0,84.0,2.0,0.0,0.0,0.0,0.0,3.4333973,14.396983,12.771071,860.91034,206.94676,119.190834,119.190834,118.46213,118.776245,-1.0,-1.0,131.92798,1.300713,0.15808275,0.83204585,13.278952,-23.84332,12.737142,-1.0,0.0,0.0,0.20829187,0.0024741718,0.034163967,1.9171505,0.4273083,0.6155725,7
7,26.0,2.0,90.0,2.0,0.0,0.0,0.0,0.0,3.0507348,13.967226,12.858959,1057.0369,225.01912,127.70447,127.70447,127.213875,127.45516,-1.0,-1.0,141.32742,1.3003278,0.21440572,0.78005373,19.296515,5.0406003,13.622955,-1.0,0.0,0.0,0.19755569,0.0021993432,0.034176823,1.9401599,0.42441228,0.59737,7
8,28.0,2.0,94.0,2.0,0.0,0.0,0.0,0.0,2.0400686,13.580664,12.943531,1278.1361,238.88329,133.38022,133.38022,133.33374,133.43027,-1.0,-1.0,150.27419,1.3570144,0.32317507,0.6778893,30.378456,45.387245,16.893963,-1.0,0.0,0.0,0.11663263,0.001238712,0.03184133,1.9623637,0.42477214,0.574322,7
9,30.0,2.0,96.0,2.0,0.0,0.0,0.0,0.0,0.8799124,13.281124,13.023581,1511.888,248.354,136.2181,136.2181,136.55852,136.49141,-1.0,-1.0,149.85493,1.2822021,0.5805866,0.42510647,55.736313,101.95889,13.636835,-1.0,0.0,0.0,0.03515985,0.00036675332,0.018377662,1.978897,0.42651132,0.5324645,7
0,12.0,2.0,26.0,2.0,0.0,0.0,0.0,0.0,13.8259325,15.021023,12.410492,181.50186,60.254223,36.892403,36.892403,35.66982,36.846577,-1.0,-1.0,34.369164,0.8037295,0.08951065,0.90696424,2.327277,-24.973513,-2.5232384,-1.0,0.0,0.0,0.20090562,0.0077282987,0.019278921,1.8390818,0.5956361,0.793318,8
1,14.0,2.0,34.0,2.0,0.0,0.0,0.0,0.0,14.353243,15.179828,12.285602,230.30432,80.16382,48.24391,48.24391,46.49838,47.940487,-1.0,-1.0,45.849865,0.85614264,0.087349705,0.8948017,2.9698899,-34.58568,-2.394045,-1.0,0.0,0.0,0.27768552,0.008168107,0.023401223,1.8106126,0.5958262,0.7655435,8
2,16.0,2.0,43.0,2.0,0.0,0.0,0.0,0.0,10.9345875,15.240776,12.329531,324.85965,101.17784,61.01436,61.01436,59.311478,60.74116,-1.0,-1.0,57.8816,0.8512777,0.088506304,0.8987868,3.805771,-40.025566,-3.1327574,-1.0,0.0,0.0,0.28814796,0.0067031635,0.02705929,1.8419329,0.58376193,0.738912,8
3,18.0,2.0,51.0,2.0,0.0,0.0,0.0,0.0,8.57346,15.096071,12.406073,419.2183,121.737656,72.36587,72.36587,70.56612,71.967285,-1.0,-1.0,69.33058,0.8779742,0.09519506,0.8891743,4.854948,-45.161144,-3.0352836,-1.0,0.0,0.0,0.28943512,0.0056693424,0.030666787,1.8502331,0.58441263,0.719431,8
4,20.0,2.0,57.0,2.0,0.0,0.0,0.0,0.0,8.089637,14.792618,12.502796,547.20245,138.73557,80.87949,80.87949,79.21914,80.57141,-1.0,-1.0,77.03417,0.8618314,0.115149304,0.87404054,6.5635104,-33.99871,-3.8453243,-1.0,0.0,0.0,0.3152281,0.005527998,0.040856887,1.8749405,0.57207394,0.704852,8
5,22.0,2.0,63.0,2.0,0.0,0.0,0.0,0.0,6.6807227,14.4517975,12.60225,686.6683,155.633,89.39313,89.39313,88.121666,89.311844,-1.0,-1.0,85.36141,0.86901116,0.144217,0.8532026,9.085671,-23.156952,-4.0317154,-1.0,0.0,0.0,0.29695532,0.004717727,0.05414095,1.8918506,0.56226987,0.701776,8
6,24.0,2.0,67.0,2.0,0.0,0.0,0.0,0.0,6.2642355,14.065036,12.699945,854.3187,168.39125,95.06888,95.06888,94.0632,95.2243,-1.0,-1.0,91.488304,0.8904886,0.18713734,0.81750184,12.538201,-5.073098,-3.5805776,-1.0,0.0,0.0,0.2985449,0.0044557843,0.04918617,1.9133359,0.5460216,0.706923,8
7,26.0,2.0,69.0,2.0,0.0,0.0,0.0,0.0,6.696752,13.692579,12.792622,1046.2971,176.85292,97.90676,97.90676,96.937416,98.193405,-1.0,-1.0,94.61406,0.9023545,0.26460508,0.7437031,18.25775,18.929949,-3.2926993,-1.0,0.0,0.0,0.32130414,0.004655071,0.050243452,1.9348642,0.5295191,0.732014,8
8,28.0,2.0,71.0,2.0,0.0,0.0,0.0,0.0,5.0004168,13.388661,12.875425,1226.1252,185.50226,100.74464,100.74464,100.01963,101.267044,-1.0,-1.0,101.77701,1.0274223,0.40026018,0.6144547,28.418472,47.663635,1.0323722,-1.0,0.0,0.0,0.26450428,0.0037194935,0.049886245,1.9402503,0.5159516,0.768062,8
9,30.0,2.0,72.0,2.0,0.0,0.0,0.0,0.0,2.2792163,13.159466,12.951147,1401.9948,192.02936,102.163574,102.163574,101.82215,102.783875,-1.0,-1.0,102.17141,0.999197,0.6527928,0.36443663,47.001083,80.723785,0.007835216,-1.0,0.0,0.0,0.10751355,0.001488237,0.03880172,1.9381958,0.50492454,0.786761,8
0,12.0,2.0,32.0,2.0,0.0,0.0,0.0,0.0,7.4679527,15.707806,12.7371025,161.85954,71.2814,45.406033,45.406033,44.404476,45.140984,-1.0,-1.0,46.59914,1.070626,0.06967847,0.9137556,2.229711,-37.73939,1.1931071,-1.0,0.0,0.0,0.13505493,0.0042184405,0.018654317,1.7936134,0.3624525,0.679717,9
1,14.0,2.0,42.0,2.0,0.0,0.0,0.0,0.0,6.7574396,15.928702,12.599249,218.6829,93.9712,59.595417,59.595417,58.41624,59.25229,-1.0,-1.0,61.395557,1.082287,0.06953566,0.9141249,2.9204977,-46.86865,1.800139,-1.0,0.0,0.0,0.17528428,0.0041734045,0.020199891,1.7908483,0.3818536,0.659206,9
2,16.0,2.0,53.0,2.0,0.0,0.0,0.0,0.0,7.5029464,15.987794,12.587439,293.43933,119.21176,75.20374,75.20374,73.662125,74.649315,-1.0,-1.0,76.68496,1.0527474,0.073725305,0.90535265,3.9074411,-54.180443,1.4812171,-1.0,0.0,0.0,0.25213128,0.004757542,0.029891297,1.801021,0.38830242,0.645618,9
3,18.0,2.0,62.0,2.0,0.0,0.0,0.0,0.0,6.74363,15.776802,12.63624,393.58582,141.96593,87.97419,87.97419,86.44553,87.38439,-1.0,-1.0,89.78355,1.0550547,0.08307411,0.8979002,5.1505947,-55.430397,1.8093574,-1.0,0.0,0.0,0.27063122,0.004365339,0.038736008,1.8238622,0.37518612,0.63588,9
4,20.0,2.0,70.0,2.0,0.0,0.0,0.0,0.0,5.592386,15.4247,12.713481,516.2253,163.54143,99.3257,99.3257,97.91406,98.72287,-1.0,-1.0,102.05532,1.0743455,0.09889133,0.8838851,6.9223933,-47.08139,2.7296233,-1.0,0.0,0.0,0.25783777,0.0036847154,0.040477987,1.8491262,0.35363024,0.642499,9
5,22.0,2.0,77.0,2.0,0.0,0.0,0.0,0.0,5.4043736,14.994126,12.805263,666.34045,183.38547,109.25827,109.25827,107.88061,108.706955,-1.0,-1.0,111.61371,1.0572809,0.12522496,0.8604548,9.642323,-32.621777,2.3554413,-1.0,0.0,0.0,0.29009867,0.0037639989,0.039920088,1.8778507,0.32346886,0.66509,9
6,24.0,2.0,83.0,2.0,0.0,0.0,0.0,0.0,4.706608,14.537489,12.90079,836.68884,201.67514,117.7719,117.7719,116.61633,117.31636,-1.0,-1.0,120.61256,1.0644826,0.16398203,0.8250409,13.610509,-13.069493,2.8406582,-1.0,0.0,0.0,0.28755292,0.0034668825,0.038898878,1.9031335,0.29483297,0.684031,9
7,26.0,2.0,87.0,2.0,0.0,0.0,0.0,0.0,4.0161304,14.090823,12.996109,1036.8912,216.0256,123.447655,123.447655,122.571434,123.17538,-1.0,-1.0,126.5403,1.0672095,0.22830136,0.76543874,19.862219,13.958765,3.0926461,-1.0,0.0,0.0,0.26457822,0.003041689,0.03741106,1.9302262,0.27495524,0.70912,9
8,28.0,2.0,90.0,2.0,0.0,0.0,0.0,0.0,2.7994757,13.710706,13.086783,1252.1372,228.14738,127.70447,127.70447,127.216644,127.63051,-1.0,-1.0,136.0436,1.1817901,0.34357557,0.6547805,30.9218,50.502895,8.339127,-1.0,0.0,0.0,0.17765293,0.0019752274,0.029516645,1.9513098,0.26394245,0.736439,9
9,30.0,2.0,91.0,2.0,0.0,0.0,0.0,0.0,1.2044314,13.421763,13.171786,1488.9171,235.63147,129.12341,129.12341,129.07837,129.27632,-1.0,-1.0,134.65576,1.1190397,0.6020729,0.4012871,54.788635,98.19455,5.5323553,-1.0,0.0,0.0,0.057210132,0.0006268133,0.018861871,1.9703894,0.2598791,0.734461,9
