,patch_size,s,n_components,nor,remove_components,k_min,k_max,k,kurt,bpd,bpd_field,H_receptive,H_signal,H_signal_white,H_neighbor,H_signal_sparse,H_signal_gauss,H_joint,H_cond,CE_gaussian,var_diff,var_sum,local_var,total_var,H_output,KL,d_ruzsa_add,d_ruzsa,d_ruzsa_,negH_diff,negH_diff_avg,negH_sum,H_max,lhd,mean,sum,class
5,22.0,2.0,70.0,2.0,0.0,0.41997406,2.5567229,6.0878115,0.7734243,15.282329,12.641531,319.51843,141.90414,99.3257,110.206566,99.54254,99.33038,-1.0,-1.0,126.026566,1.6489867,0.0757263,0.92440766,5.300841,-79.8256,15.820003,-1.0,10.880866,10.880866,0.018227784,0.0002614102,0.015533298,2.2345417,0.9386729,0.9272557,0.9272557,7
6,24.0,2.0,70.0,2.0,0.0,0.69377166,2.4624245,3.54933,0.7327032,13.998812,12.596689,296.81558,139.52682,99.3257,113.21723,99.3148,99.330284,-1.0,-1.0,129.12956,1.7556943,0.13196,0.86817116,9.237201,-35.97446,15.912333,-1.0,13.891533,13.891533,0.015753053,0.00022742251,0.035287723,2.1326938,0.9332664,0.95528984,0.9552908,7
7,26.0,2.0,70.0,2.0,0.0,0.76815695,2.7463572,3.5752554,0.6097167,13.085592,12.566159,243.24617,135.86887,99.3257,115.53188,99.19243,99.3293,-1.0,-1.0,134.60057,1.9245471,0.279208,0.720895,19.54456,23.660763,19.068687,-1.0,16.206186,16.206186,0.011583562,0.00016794897,0.053387083,2.010287,0.89630806,0.9725459,0.9725459,7
0,12.0,2.0,37.0,2.0,0.0,0.4004032,3.4389877,8.588812,0.623121,20.354403,12.907872,140.9833,73.85149,52.500725,58.735954,52.470665,52.502445,-1.0,-1.0,69.514626,1.7961411,0.002269525,0.99782336,0.083972424,-104.99597,10.778672,-1.0,6.2352276,6.2352276,0.0066810795,0.00018190985,0.0068089305,2.566509,0.541559,0.7978583,0.7978583,8
1,14.0,2.0,49.0,2.0,0.0,0.48553523,3.2920022,6.780151,0.5186261,20.707693,12.856049,191.2391,98.1717,69.527985,77.24122,69.716194,69.530266,-1.0,-1.0,90.95539,1.7477682,0.0043438673,0.99574924,0.2128495,-122.81741,13.714175,-1.0,7.7132273,7.7132273,0.0064970367,0.00013330535,0.006145809,2.552061,0.64845216,0.77740765,0.77740765,8
2,16.0,2.0,63.0,2.0,0.0,0.54824793,3.2553694,5.937769,0.55055577,20.573055,12.879556,244.782,125.51742,89.39313,100.780266,89.75769,89.39687,-1.0,-1.0,118.39299,1.791306,0.008172406,0.9919468,0.5148616,-144.082,17.612726,-1.0,11.387136,11.387136,0.010191861,0.00016096678,0.008469965,2.5558665,0.70059854,0.8349742,0.8349742,8
3,18.0,2.0,79.0,2.0,0.0,0.6509332,3.222869,4.9511514,0.50331986,19.93909,12.929095,296.603,155.16652,112.096146,128.1036,112.617744,112.09998,-1.0,-1.0,150.46198,1.8509974,0.016251726,0.9838457,1.2838863,-184.67921,22.35836,-1.0,16.00747,16.00747,0.012329516,0.00015537551,0.010561595,2.5370061,0.7158872,0.8413441,0.8413441,8
4,20.0,2.0,93.0,2.0,0.0,0.47837266,3.0318859,6.3379164,0.45189986,18.574102,12.957238,338.2704,179.66173,131.96129,152.64738,132.58556,131.96655,-1.0,-1.0,178.89345,1.9033314,0.029450262,0.97066283,2.7388744,-173.30225,26.246069,-1.0,20.686094,20.686094,0.010794979,0.00011632136,0.013317155,2.4870455,0.728042,0.865989,0.865989,8
5,22.0,2.0,101.0,2.0,0.0,0.4911248,2.8227565,5.747534,0.46029004,16.71579,12.937138,359.3834,192.67801,143.31279,167.55089,143.9047,143.3195,-1.0,-1.0,195.38013,1.9381554,0.052651905,0.94748086,5.3178425,-147.34935,27.829233,-1.0,24.238102,24.238102,0.012079609,0.00011991313,0.019737924,2.4014475,0.7370093,0.90275186,0.90275186,8
6,24.0,2.0,101.0,2.0,0.0,0.5512309,2.640317,4.7898564,0.39280248,14.874657,12.875452,344.89172,191.03441,143.31279,169.6024,143.68549,143.31868,-1.0,-1.0,195.49669,1.9550881,0.10259202,0.8975246,10.361794,-79.117805,25.894285,-1.0,26.289612,26.289612,0.007937174,7.8292906e-05,0.03239872,2.278002,0.74086624,0.940359,0.940359,8
7,26.0,2.0,94.0,2.0,0.0,0.4306161,2.7907374,6.480801,0.3636627,13.4933815,12.801659,282.46796,176.53558,133.38022,158.86353,133.61458,133.38464,-1.0,-1.0,185.27515,2.037421,0.22557583,0.7745181,21.204128,8.128846,26.411615,-1.0,25.483309,25.483309,0.009987253,0.00010601503,0.06046794,2.1078897,0.67330045,0.9689667,0.9689667,8
0,12.0,2.0,35.0,2.0,0.0,0.34366554,3.0849783,8.976688,0.87295336,19.786482,12.71767,145.28215,72.58749,49.66285,52.483288,49.552906,49.66501,-1.0,-1.0,62.536697,1.5357198,0.0019875588,0.9981359,0.06956456,-105.862526,10.05341,-1.0,2.8204396,2.8204396,0.0152776,0.000434767,0.050494157,2.5084264,0.45086393,0.854654,0.854654,9
1,14.0,2.0,47.0,2.0,0.0,0.5019368,3.0705028,6.1173096,0.57567674,20.22474,12.707891,196.33376,97.44607,66.69011,71.421196,66.91562,66.69311,-1.0,-1.0,84.64164,1.5729752,0.0036438047,0.9964836,0.17125882,-124.76097,13.220447,-1.0,4.731082,4.731082,0.009236324,0.00019717075,0.016449459,2.5213027,0.5287654,0.8025226,0.8025226,9
2,16.0,2.0,60.0,2.0,0.0,0.6691772,2.905216,4.341475,0.46988028,20.034111,12.750733,249.83528,123.64501,85.136314,93.15379,85.54168,85.13987,-1.0,-1.0,110.30042,1.6547357,0.006358137,0.9937607,0.3814882,-144.18436,17.146631,-1.0,8.017479,8.017479,0.008232951,0.00013554655,0.012361548,2.5284822,0.62148786,0.86273783,0.86273783,9
3,18.0,2.0,72.0,2.0,0.0,0.8612907,2.9880672,3.46929,0.34996033,19.119518,12.801338,299.38693,147.23567,102.163574,113.62622,102.7825,102.16718,-1.0,-1.0,134.3406,1.7170776,0.0134208165,0.9866797,0.9662988,-165.79953,20.714384,-1.0,11.462649,11.462649,0.006356042,8.727394e-05,0.01400984,2.5021758,0.72356915,0.90398014,0.90398014,9
4,20.0,2.0,80.0,2.0,0.0,0.617085,2.742623,4.444482,0.41844267,17.573051,12.804894,332.47958,162.01523,113.51508,129.04666,114.076614,113.51906,-1.0,-1.0,152.00432,1.80569,0.031419598,0.9686802,2.513568,-151.89758,22.95765,-1.0,15.531586,15.531586,0.011027855,0.00013736871,0.01657141,2.4442823,0.8094435,0.9160214,0.9160214,9
5,22.0,2.0,81.0,2.0,0.0,0.5477972,2.8625815,5.2256227,0.4106287,15.742439,12.741052,335.93628,163.09138,114.93402,133.29291,115.3518,114.93776,-1.0,-1.0,156.18503,1.887344,0.06172345,0.93836915,4.9995995,-115.29671,22.892115,-1.0,18.358892,18.358892,0.01009208,0.0001239612,0.02048517,2.3396747,0.86078024,0.93888897,0.93888897,9
6,24.0,2.0,76.0,2.0,0.0,0.67367536,2.6980734,4.0050054,0.3612789,14.161527,12.666393,303.3595,152.73009,107.839325,126.93003,108.11667,107.842964,-1.0,-1.0,146.63068,1.9126976,0.114057064,0.88603854,8.668337,-56.040314,19.700647,-1.0,19.0907,19.0907,0.00622354,8.043274e-05,0.04094248,2.1967978,0.874675,0.965101,0.965101,9
7,26.0,2.0,71.0,2.0,0.0,0.67755157,3.0370257,4.4823537,0.36441648,13.13342,12.6159935,239.81654,140.76083,100.74464,119.175316,100.86261,100.74796,-1.0,-1.0,140.0503,2.0199752,0.24507071,0.75502294,17.40002,10.918079,20.874975,-1.0,18.430681,18.430681,0.0076576318,0.0001068108,0.049421832,2.0332837,0.8307492,0.9770716,0.9770716,9
